loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,fico_score,dti_computed,loan_to_income,emp_length_years,emp_length_bin,has_delinquency
11000,11000,11000, 36 months,9.17,350.67,B,B2,PRINTER,10+ years,MORTGAGE,69000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566925,,credit_card,Credit card refinancing,441xx,OH,21.34,0,2004-09-01,680,684,1,52.0,,9,0,8137,84.8,18,w,0.0,0.0,12610.028752448,12610.03,11000.0,1610.03,0.0,0.0,0.0,2019-01-01,350.59,,2018-12-01,704,700,0,,1,Individual,,,,0,0,205780,0.0,3.0,0.0,3.0,17.0,25792.0,63.0,0.0,2.0,4361.0,67.0,9600,2.0,1.0,1.0,5,22864,463.0,94.6,0,0,127.0,135,13,13,2,13.0,,1.0,,0,4,4,4,5,8,5,8,4,9,0.0,0,0,0,94.4,75.0,0,0,231864,33929,8600,41107,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,21.34,0.15942028985507245,10.0,6-10,0
23850,23850,23850, 60 months,17.27,596.21,D,D3,Teacher,10+ years,OWN,68046.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516838,,debt_consolidation,Debt consolidation,231xx,VA,24.71,1,1993-09-01,665,669,0,23.0,,12,0,28220,91.3,33,f,11174.25,11174.25,22610.21,22610.21,12675.75,9934.46,0.0,0.0,0.0,2019-03-01,596.21,2019-04-01,2019-03-01,614,610,0,23.0,1,Individual,,,,0,342,525195,0.0,1.0,0.0,0.0,45.0,4453.0,44.0,0.0,0.0,7494.0,80.0,30900,0.0,0.0,0.0,0,47745,6.0,99.9,0,0,140.0,267,70,45,4,99.0,,,23.0,2,1,7,2,6,9,9,20,8,12,0.0,0,1,0,90.9,100.0,0,0,554242,32673,7500,10100,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,667.0,24.71,0.35049819239925933,10.0,6-10,1
15700,15700,15700, 60 months,16.59,386.74,D,D2,Teacher,6 years,MORTGAGE,48000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476697,,credit_card,Credit card refinancing,707xx,LA,29.13,0,2005-11-01,685,689,0,66.0,,19,0,15458,64.9,28,w,7292.63,7292.63,14659.94,14659.94,8407.37,6252.57,0.0,0.0,0.0,2019-02-01,386.74,2019-04-01,2019-03-01,649,645,0,72.0,1,Individual,,,,0,0,270017,2.0,9.0,1.0,3.0,6.0,68316.0,101.0,2.0,2.0,5268.0,88.0,23800,0.0,2.0,1.0,5,14211,1516.0,87.7,0,0,112.0,121,4,4,1,4.0,66.0,10.0,66.0,1,3,6,4,5,13,9,14,7,19,0.0,0,0,3,96.4,75.0,0,0,305962,83774,12300,81126,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,29.13,0.32708333333333334,6.0,6-10,0
28800,28800,28800, 60 months,11.99,640.5,C,C1,Office Manager,10+ years,OWN,60000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566856,,debt_consolidation,Debt consolidation,331xx,FL,18.01,0,1989-02-01,800,804,0,,,21,0,18421,10.5,37,w,12593.27,12593.27,24291.04,24291.04,16206.73,8084.31,0.0,0.0,0.0,2019-02-01,640.5,2019-04-01,2019-03-01,804,800,0,,1,Individual,,,,0,0,41270,2.0,1.0,1.0,1.0,8.0,22849.0,91.0,3.0,7.0,7303.0,21.0,175800,1.0,0.0,2.0,8,2428,141793.0,11.2,0,0,94.0,322,5,5,2,11.0,,8.0,,0,8,10,13,20,3,20,31,10,21,0.0,0,0,4,100.0,0.0,0,0,200980,41270,159700,25180,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,802.0,18.01,0.48,10.0,6-10,0
10000,10000,10000, 36 months,12.88,336.37,C,C2,Contract Specialist,4 years,MORTGAGE,91392.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68543413,,house,Home buying,644xx,MO,9.44,0,2006-09-01,710,714,0,,,13,0,6959,41.7,33,f,0.0,0.0,11316.8901896649,11316.89,10000.0,1316.89,0.0,0.0,0.0,2017-03-01,6961.97,,2018-12-01,594,590,0,,1,Individual,,,,0,0,304514,2.0,4.0,1.0,4.0,6.0,66773.0,88.0,1.0,1.0,2180.0,71.0,16700,0.0,0.0,3.0,7,23424,433.0,90.2,0,0,104.0,111,9,6,3,9.0,,8.0,,0,3,5,3,6,19,7,11,5,13,0.0,0,0,3,100.0,100.0,0,0,321380,73732,4400,68648,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,712.0,9.44,0.1094187675070028,4.0,3-5,0
24000,24000,24000, 60 months,9.8,507.58,B,B3,,,OWN,77900.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366663,,home_improvement,Home improvement,376xx,TN,10.24,0,1982-10-01,740,744,1,50.0,,9,0,3454,10.3,21,w,10182.57,10182.57,19255.37,19255.37,13817.43,5437.94,0.0,0.0,0.0,2019-02-01,507.58,2019-04-01,2019-03-01,814,810,0,50.0,1,Individual,,,,0,0,127412,0.0,1.0,0.0,0.0,73.0,1456.0,4.0,0.0,1.0,3309.0,7.0,33600,1.0,0.0,2.0,1,14157,27172.0,10.9,0,0,139.0,398,22,22,2,22.0,,0.0,,1,2,3,4,6,6,7,13,3,9,0.0,0,0,0,95.2,0.0,0,0,202351,4910,30500,33631,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,742.0,10.24,0.3080872913992298,,,0
28000,28000,28000, 60 months,18.49,718.51,D,D5,Engineer,10+ years,MORTGAGE,75000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416916,,debt_consolidation,Debt consolidation,471xx,IN,31.88,0,2002-10-01,685,689,0,,,27,0,43413,51.9,46,w,0.0,0.0,39607.4518757083,39607.45,28000.0,11607.45,0.0,0.0,0.0,2018-10-01,16687.04,,2019-03-01,694,690,0,,1,Individual,,,,0,0,193745,1.0,2.0,0.0,2.0,22.0,13889.0,44.0,2.0,6.0,7213.0,50.0,83600,1.0,0.0,0.0,8,7176,23476.0,59.9,0,0,143.0,158,4,4,2,10.0,,16.0,,0,14,20,14,18,9,24,34,20,27,0.0,0,0,2,100.0,50.0,0,0,267312,57302,58500,31758,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,31.88,0.37333333333333335,10.0,6-10,0
35000,35000,35000, 60 months,11.99,778.38,C,C1,Foreign Service Officer,10+ years,MORTGAGE,128000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68444620,,home_improvement,Home improvement,200xx,DC,6.46,0,1990-02-01,685,689,0,46.0,,17,0,14277,27.4,46,w,0.0,0.0,44358.9106977021,44358.91,35000.0,9358.91,0.0,0.0,0.0,2018-12-01,17952.27,,2019-03-01,724,720,0,56.0,1,Individual,,,,0,321,146867,1.0,11.0,0.0,0.0,28.0,35367.0,49.0,0.0,1.0,5020.0,40.0,52200,1.0,4.0,0.0,3,8639,17248.0,35.6,0,0,206.0,310,19,3,5,99.0,46.0,15.0,46.0,1,3,4,3,6,26,5,11,4,17,0.0,0,0,1,91.3,33.3,0,0,220950,49644,26800,71700,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,6.46,0.2734375,10.0,6-10,0
7200,7200,7200, 36 months,9.17,229.53,B,B2,Site lead,10+ years,MORTGAGE,50000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68082535,,debt_consolidation,Debt consolidation,015xx,MA,19.25,0,1987-08-01,675,679,0,70.0,,13,0,9051,47.6,25,w,0.0,0.0,7598.05,7598.05,7200.0,398.05,0.0,0.0,0.0,2016-08-01,6206.89,,2019-03-01,634,630,0,,1,Individual,,,,0,0,218695,0.0,2.0,0.0,2.0,14.0,18276.0,74.0,2.0,4.0,3281.0,63.0,19000,1.0,3.0,2.0,8,19881,9949.0,47.6,0,0,120.0,137,11,9,3,11.0,,10.0,,0,6,6,8,13,7,9,14,6,13,0.0,0,0,3,96.0,37.5,0,0,236795,27327,19000,24744,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,677.0,19.25,0.144,10.0,6-10,0
10000,10000,10000, 36 months,7.91,312.95,A,A5,Teacher,2 years,RENT,40100.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466995,,credit_card,Credit card refinancing,453xx,OH,10.81,0,1998-10-01,680,684,1,,,4,0,6664,45.0,7,w,0.0,0.0,11255.154658058998,11255.15,10000.0,1255.15,0.0,0.0,0.0,2019-01-01,312.89,,2019-03-01,699,695,0,,1,Individual,,,,0,1036,27354,1.0,1.0,0.0,0.0,76.0,20690.0,101.0,1.0,2.0,5037.0,78.0,14800,0.0,0.0,1.0,2,6839,6420.0,50.6,0,0,124.0,206,1,1,0,24.0,,1.0,,0,2,3,2,2,3,3,4,3,4,0.0,0,0,1,100.0,0.0,0,0,35247,27354,13000,20447,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,10.81,0.24937655860349128,2.0,1-2,0
16000,16000,16000, 60 months,13.44,367.67,C,C3,Merchandise Manager,1 year,RENT,42000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68584507,,credit_card,Credit card refinancing,019xx,MA,9.6,0,2002-04-01,670,674,0,,,29,0,11834,44.8,48,w,0.0,0.0,4382.17,4382.17,2406.29,1975.88,0.0,0.0,0.0,2017-01-01,367.67,,2017-05-01,499,0,0,,1,Individual,,,,0,0,83690,0.0,15.0,0.0,0.0,52.0,71856.0,118.0,0.0,1.0,1846.0,96.0,26400,0.0,0.0,0.0,1,2886,14203.0,40.6,0,0,164.0,120,16,16,0,16.0,,,,0,7,8,13,20,25,14,23,8,29,0.0,0,0,0,97.9,30.8,0,0,87509,83690,23900,61109,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,9.6,0.38095238095238093,1.0,1-2,0
21875,21875,21875, 36 months,11.99,726.46,C,C1,Wire Technician,< 1 year,RENT,47590.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466924,,credit_card,Credit card refinancing,347xx,FL,17.76,0,2001-04-01,700,704,0,,,9,0,24882,57.1,14,w,0.0,0.0,25851.272805365097,25851.27,21875.0,3976.27,0.0,0.0,0.0,2018-03-01,7662.31,,2018-08-01,774,770,0,,1,Individual,,,,0,0,40976,1.0,1.0,0.0,0.0,55.0,16094.0,49.0,1.0,2.0,11556.0,54.0,43600,0.0,1.0,0.0,2,5122,10318.0,70.7,0,0,140.0,176,6,6,0,6.0,,,,0,5,5,5,5,3,8,11,5,9,0.0,0,0,1,100.0,60.0,0,0,76326,40976,35200,32726,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,17.76,0.45965538978777054,0.0,<1,0
14025,14025,14025, 60 months,18.49,359.9,D,D5,accts payable,10+ years,MORTGAGE,39000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367009,,debt_consolidation,Debt consolidation,546xx,WI,18.0,0,2001-08-01,675,679,1,,,12,0,15646,74.9,21,w,0.0,0.0,16341.3907923605,16341.39,14025.0,2316.39,0.0,0.0,0.0,2016-12-01,12764.01,,2019-02-01,694,690,0,,1,Individual,,,,0,0,60381,1.0,0.0,0.0,0.0,91.0,0.0,,2.0,5.0,4879.0,75.0,20900,0.0,0.0,2.0,5,5032,578.0,93.4,0,0,138.0,172,2,2,3,2.0,,2.0,,0,3,11,3,3,4,11,13,11,12,0.0,0,0,2,100.0,66.7,0,0,72286,15646,8800,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,677.0,18.0,0.3596153846153846,10.0,6-10,0
35000,35000,35000, 60 months,12.88,794.21,C,C2,Lieutenant ,7 years,MORTGAGE,106000.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68475450,,debt_consolidation,Debt consolidation,351xx,AL,17.36,0,2002-04-01,730,734,0,,,8,0,39055,72.1,27,w,0.0,0.0,22968.61,22968.61,10323.88,7086.13,0.0,5558.6,1000.548,2017-11-01,794.21,,2019-03-01,504,500,0,,1,Individual,,,,0,0,299890,0.0,3.0,0.0,0.0,35.0,16012.0,43.0,0.0,0.0,9701.0,60.0,54200,0.0,4.0,0.0,0,37486,12875.0,67.2,0,0,135.0,164,38,35,4,38.0,,,,0,3,4,3,6,13,4,10,4,8,0.0,0,0,0,100.0,0.0,0,0,366974,55067,39200,36981,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,732.0,17.36,0.330188679245283,7.0,6-10,0
20000,20000,20000, 36 months,12.88,672.73,C,C2,President,10+ years,MORTGAGE,145000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68525943,,debt_consolidation,Debt consolidation,029xx,RI,12.28,0,2004-02-01,695,699,0,,,12,0,22551,80.2,21,w,0.0,0.0,24273.8783944989,24273.88,20000.0,4206.6,67.28,0.0,0.0,2019-03-01,764.11,,2019-03-01,609,605,0,,1,Individual,,,,0,0,429218,2.0,3.0,1.0,2.0,2.0,9935.0,43.0,2.0,3.0,4627.0,62.0,28500,1.0,0.0,6.0,5,39020,2822.0,81.6,0,0,79.0,142,4,2,5,27.0,,1.0,,0,4,6,5,8,5,7,11,6,12,0.0,0,0,3,100.0,75.0,0,0,472759,32486,13500,23259,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,697.0,12.28,0.13793103448275862,10.0,6-10,0
14000,14000,14000, 60 months,14.85,331.96,C,C5,Accountant,2 years,MORTGAGE,60000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340446,,debt_consolidation,,852xx,AZ,24.29,0,2009-08-01,690,694,0,,,11,0,12718,73.9,24,w,0.0,0.0,7458.9,7458.9,3175.67,2770.73,16.6,1495.9,269.262,2017-07-01,331.96,,2017-12-01,514,510,0,,1,Individual,,,,0,0,70789,0.0,2.0,1.0,2.0,10.0,58071.0,99.0,0.0,1.0,4952.0,89.0,17200,1.0,0.0,5.0,3,6435,2382.0,84.2,0,0,76.0,71,23,10,0,23.0,,0.0,,0,7,7,8,8,13,9,11,8,11,0.0,0,0,1,100.0,87.5,0,0,83083,70789,15100,65883,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,24.29,0.23333333333333334,2.0,1-2,0
16000,16000,16000, 60 months,8.49,328.19,B,B1,Supervisor,5 years,MORTGAGE,62000.0,Source Verified,2015-12-01,In Grace Period,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68615169,,credit_card,Credit card refinancing,936xx,CA,28.92,0,2002-03-01,720,724,0,39.0,,10,0,15763,51.2,24,w,6664.39,6664.39,12430.1,12430.1,9335.61,3094.49,0.0,0.0,0.0,2019-02-01,328.19,2019-04-01,2019-03-01,694,690,0,61.0,1,Individual,,,,0,0,227708,3.0,3.0,1.0,2.0,3.0,48608.0,82.0,2.0,4.0,4727.0,71.0,30800,1.0,1.0,0.0,6,22771,8703.0,63.0,0,0,165.0,159,3,3,3,3.0,,17.0,39.0,1,4,5,4,7,9,6,12,6,10,0.0,0,0,3,87.5,50.0,0,0,307343,64371,23500,59526,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,722.0,28.92,0.25806451612903225,5.0,3-5,0
28000,28000,28000, 60 months,14.85,663.92,C,C5,Division General Manager,2 years,MORTGAGE,85000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68397043,,debt_consolidation,Debt consolidation,300xx,GA,28.52,0,1999-11-01,670,674,0,,,19,0,36814,71.8,29,w,12718.12,12718.12,25171.21,25171.21,15281.88,9889.33,0.0,0.0,0.0,2019-02-01,663.92,2019-04-01,2019-03-01,664,660,0,,1,Individual,,,,0,150,256638,0.0,2.0,0.0,1.0,16.0,20515.0,69.0,1.0,3.0,14170.0,71.0,51300,0.0,0.0,0.0,4,14258,3764.0,84.9,0,0,150.0,193,11,11,2,11.0,,19.0,,0,5,15,6,11,5,16,22,15,19,0.0,0,0,1,100.0,60.0,0,0,280650,57329,25000,29709,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,28.52,0.32941176470588235,2.0,1-2,0
20000,20000,20000, 60 months,13.99,465.27,C,C4,Facilities Coordinator,10+ years,OWN,70000.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506862,,debt_consolidation,Debt consolidation,210xx,MD,16.9,0,2001-06-01,680,684,0,33.0,,20,0,31200,42.0,35,w,0.0,0.0,15473.02,15473.02,2965.17,2592.85,0.0,9915.0,1784.7,2017-01-01,465.27,,2018-08-01,624,620,0,69.0,1,Individual,,,,0,0,34856,2.0,1.0,0.0,0.0,43.0,3656.0,37.0,2.0,3.0,4367.0,41.0,74200,0.0,1.0,0.0,3,1835,18527.0,44.0,0,0,46.0,174,5,5,0,6.0,,13.0,,1,6,11,9,19,2,19,32,11,20,0.0,0,0,2,94.3,44.4,0,0,84200,34856,33100,10000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,2017-11-01,COMPLETE,2017-09-01,9915.0,55.0,1.0,682.0,16.9,0.2857142857142857,10.0,6-10,0
17600,17600,17600, 60 months,19.89,465.22,E,E3,RN,< 1 year,RENT,44000.0,Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341799,,credit_card,,322xx,FL,17.56,0,2006-06-01,680,684,0,,,7,0,12900,102.4,25,w,8517.69,8517.69,17629.74,17629.74,9082.31,8547.43,0.0,0.0,0.0,2019-02-01,465.22,2019-04-01,2019-03-01,684,680,0,,1,Individual,,,,0,0,133285,0.0,4.0,0.0,1.0,13.0,120385.0,83.0,0.0,0.0,5998.0,91.0,12600,0.0,1.0,0.0,1,19041,0.0,102.4,0,0,112.0,114,25,13,0,25.0,,,,0,3,3,3,3,21,3,4,3,7,0.0,0,0,0,100.0,100.0,0,0,139633,133285,12600,127033,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,17.56,0.4,0.0,<1,0
4200,4200,4200, 36 months,13.44,142.41,C,C3,Manager,10+ years,MORTGAGE,102500.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68487261,,debt_consolidation,Debt consolidation,134xx,NY,26.21,0,1999-01-01,700,704,0,,,14,0,11947,88.5,37,w,0.0,0.0,5118.759264685999,5118.76,4200.0,918.76,0.0,0.0,0.0,2019-01-01,142.25,,2019-03-01,719,715,0,,1,Individual,,,,0,0,197024,2.0,6.0,2.0,3.0,3.0,32446.0,54.0,0.0,4.0,4797.0,60.0,13500,1.0,9.0,2.0,8,14073,983.0,89.1,0,0,138.0,203,13,3,7,23.0,,7.0,,0,2,6,2,7,14,6,16,6,14,0.0,0,0,3,100.0,100.0,0,0,264272,44393,9000,60487,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,26.21,0.04097560975609756,10.0,6-10,0
19000,19000,19000, 60 months,14.85,450.52,C,C5,Application Analyst,9 years,OWN,75000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68597047,,credit_card,Credit card refinancing,112xx,NY,13.09,0,2000-06-01,665,669,2,63.0,,15,0,17771,63.7,34,w,0.0,0.0,21165.0373511115,21165.04,19000.0,2165.04,0.0,0.0,0.0,2017-02-01,10797.99,,2018-02-01,779,775,0,,1,Individual,,,,0,0,72043,2.0,2.0,0.0,1.0,13.0,30388.0,83.0,3.0,6.0,2724.0,75.0,27900,0.0,4.0,2.0,9,5146,884.0,88.2,1,0,151.0,186,1,1,3,3.0,,1.0,63.0,1,4,10,4,6,13,12,18,10,15,0.0,0,0,4,94.1,100.0,0,0,94620,48159,7500,36720,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,667.0,13.09,0.25333333333333335,9.0,6-10,0
15850,15850,15850, 60 months,23.13,448.01,F,F2,Lead manufacturing ,10+ years,OWN,45000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366999,,debt_consolidation,Debt consolidation,440xx,OH,34.85,0,2007-01-01,755,759,1,,,18,0,8799,21.3,24,f,0.0,0.0,21481.2609462612,21481.26,15850.0,5631.26,0.0,0.0,0.0,2017-09-01,13019.99,,2018-02-01,744,740,0,,1,Individual,,,,0,25,45025,3.0,2.0,2.0,3.0,5.0,36226.0,84.0,2.0,2.0,6833.0,53.0,41300,1.0,0.0,1.0,5,2649,12808.0,35.6,0,0,90.0,107,2,2,0,10.0,,5.0,,0,2,4,4,4,7,16,17,4,18,0.0,0,0,4,100.0,0.0,0,0,84300,45025,19900,43000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,757.0,34.85,0.3522222222222222,10.0,6-10,0
10000,10000,10000, 60 months,11.99,222.4,C,C1,CARDIOVASCULAR TECH,10+ years,RENT,42500.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506885,,debt_consolidation,Debt consolidation,460xx,IN,31.04,0,1998-12-01,705,709,1,,,10,0,5812,40.9,23,w,4372.47,4372.47,8434.55,8434.55,5627.53,2807.02,0.0,0.0,0.0,2019-02-01,222.4,2019-04-01,2019-03-01,754,750,0,,1,Individual,,,,0,0,41166,1.0,3.0,0.0,2.0,13.0,35354.0,76.0,1.0,1.0,3118.0,67.0,14200,1.0,1.0,1.0,3,4117,7288.0,44.4,0,0,129.0,204,5,5,0,5.0,,5.0,,0,4,4,6,9,12,7,11,4,10,0.0,0,0,1,100.0,50.0,0,0,61054,41166,13100,46854,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,707.0,31.04,0.23529411764705882,10.0,6-10,0
30000,30000,30000, 36 months,15.77,1051.31,D,D1,Vice-President,2 years,MORTGAGE,175000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68394562,,home_improvement,Home improvement,430xx,OH,18.5,0,1997-08-01,725,729,1,61.0,,9,0,21831,50.3,23,w,0.0,0.0,33903.7657387675,33903.77,30000.0,3903.77,0.0,0.0,0.0,2016-12-01,23456.38,,2017-09-01,734,730,0,,1,Individual,,,,0,0,408118,2.0,4.0,2.0,4.0,6.0,130740.0,84.0,0.0,1.0,12141.0,71.0,43400,4.0,3.0,3.0,7,51015,21569.0,50.3,0,0,118.0,220,16,6,3,16.0,,0.0,61.0,0,2,2,3,7,9,4,11,2,9,0.0,0,0,3,95.7,33.3,0,0,447599,152571,43400,146568,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,727.0,18.5,0.17142857142857143,2.0,1-2,0
1500,1500,1500, 36 months,6.49,45.97,A,A2,,,MORTGAGE,45000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416953,,vacation,Vacation,967xx,HI,16.11,0,1987-12-01,745,749,0,39.0,,12,0,3717,21.2,37,w,0.0,0.0,1598.9833648167998,1598.98,1500.0,98.98,0.0,0.0,0.0,2017-04-01,956.75,,2019-03-01,739,735,0,,1,Individual,,,,0,0,158643,3.0,2.0,1.0,2.0,3.0,14683.0,81.0,3.0,5.0,3382.0,52.0,17500,0.0,1.0,1.0,8,15864,8818.0,27.7,0,0,123.0,336,6,3,4,6.0,39.0,12.0,39.0,0,1,3,4,15,8,9,25,3,12,0.0,0,0,4,97.2,0.0,0,0,179105,18400,12200,18050,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,747.0,16.11,0.03333333333333333,,,0
25000,25000,25000, 36 months,5.32,752.87,A,A1,Director,1 year,MORTGAGE,150000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587652,,credit_card,Credit card refinancing,054xx,VT,9.54,0,1996-02-01,795,799,0,,,7,0,19339,42.5,18,w,0.0,0.0,27033.110864247403,27033.11,25000.0,2033.11,0.0,0.0,0.0,2018-12-01,752.86,,2018-12-01,784,780,0,,1,Individual,,,,0,0,430856,1.0,2.0,0.0,0.0,28.0,25447.0,6.0,1.0,1.0,19339.0,34.0,45500,0.0,7.0,0.0,1,61551,24661.0,44.0,0,0,166.0,238,4,4,7,73.0,,,,0,1,1,3,3,4,4,7,1,7,0.0,0,0,1,100.0,0.0,0,0,512381,44786,44000,51081,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,797.0,9.54,0.16666666666666666,1.0,1-2,0
